category,image_id,filename,class_label,behavior_description,severity_level,bounding_box_x,bounding_box_y,bounding_box_w,bounding_box_h,timestamp
yawning,30308864-7263-451b-802b-9b397a76fcd5,q8Mzc6uvVB,7,,3,1,1,1,1,2025-07-19T15:23:12.353Z
phone_use,593e9492-136f-4ae1-9624-e9df759d6f11,NB3aw1mJ9n,4,,3,1,1,1,1,2025-02-20T01:56:37.193Z
phone_scroll,4a0d4427-ff03-4c64-b7d5-7703a866afb8,7n0JistXql,1,,2,1,1,1,1,2025-07-20T18:39:13.395Z
drinking,eb2bcd02-bcbb-4dca-8fc9-e40d65839bdb,JV7vhay6Wk,6,,4,1,1,1,1,2025-03-11T07:18:40.529Z
head_turned,28069a29-7833-41c9-a107-113dc932a0c1,7dw1iPPjXd,1,,3,1,1,1,1,2026-01-02T04:00:38.225Z
no_seatbelt,6895c48e-0516-46b9-ba9b-f16a1b0f6308,YQ1hy7hcuj,3,,3,1,1,1,1,2025-09-23T11:59:05.587Z
normal_driving,e579c32f-653f-4c22-bc2d-1018153ab8be,lhui4j6E7D,1,,2,1,1,1,1,2025-04-27T18:43:38.468Z
eyes_closed,ec7aa5c2-46d2-4ba1-ab33-4a0b2ef44f08,Uaa8xhdvv1,3,,3,1,1,1,1,2026-01-11T16:59:33.730Z
drowsy_eyes,733a54bf-152f-4b02-864e-afe63179d6f1,EkjaW3PIHX,4,,1,1,1,1,1,2025-12-09T18:57:19.852Z
yawning,acea5c0d-9227-45a4-ad9c-ed5a0f4e13ba,GssVHtbbC3,7,,4,1,1,1,1,2025-03-05T23:48:50.488Z
phone_use,72bc8b39-a345-4fee-af64-9488dbc0385f,M9yPWLPWxx,8,,5,1,1,1,1,2025-01-27T09:26:16.416Z
phone_scroll,a48e0b84-7c0a-411e-8604-64e7976fa8ba,NWKlLebIUC,2,,2,1,1,1,1,2025-02-07T04:32:21.111Z
drinking,50fce1ae-27b1-4484-95b9-f24f4070a98f,UDR73eY7do,6,,4,1,1,1,1,2025-06-22T20:09:23.764Z
head_turned,bbf41686-4986-44fd-a4a7-5a1c33da0184,CC2337SwOS,2,,3,1,1,1,1,2025-05-26T02:45:23.450Z
no_seatbelt,f8e56a72-dc6d-4226-8e12-27ed89407a3b,PqDxQq898m,1,,3,1,1,1,1,2025-05-21T02:22:01.335Z
normal_driving,0854200d-ce62-44c1-a283-4da6f731707c,ki1Taeoyhq,5,,4,1,1,1,1,2025-08-16T10:02:00.983Z
eyes_closed,7df051b6-546a-4d48-9e29-65781ea95833,DJ6lfmlU3e,8,,5,1,1,1,1,2025-05-29T23:07:33.561Z
drowsy_eyes,64e22364-138f-450e-9cb7-e866f54bb2fd,pOKuLIDOoE,4,,3,1,1,1,1,2025-08-19T14:30:29.634Z
yawning,7eb32412-7f8e-4bdb-8e7e-e5edd08d685e,0XcpbuirpA,7,,1,1,1,1,1,2025-11-28T21:28:11.141Z
phone_use,28714332-9101-4016-8a87-d6d5df2336bb,Nd0yQaIudk,6,,4,1,1,1,1,2025-05-31T09:51:06.510Z
phone_scroll,824116aa-b08d-463a-a1b7-46cf1869f94e,rg1I9nCyY4,3,,1,1,1,1,1,2025-07-12T13:47:03.318Z
drinking,fe7c0b2c-f8e7-4da1-9be0-b5073a99ae22,cIOfiwcQob,7,,1,1,1,1,1,2026-01-03T22:02:52.458Z
head_turned,8a73a8bc-eb19-49c8-becf-197e8bcbd72e,QqXWM6nKrr,1,,2,1,1,1,1,2026-01-15T04:02:39.526Z
no_seatbelt,11ffdffe-6fc3-47ff-9e30-b031e7a08198,U8J8dG0quD,1,,1,1,1,1,1,2025-06-22T13:44:39.560Z
normal_driving,c8eff593-f7b9-4a4b-9119-60409555b13b,amvWfe65TC,6,,1,1,1,1,1,2025-09-28T03:07:05.419Z
eyes_closed,a0b0c957-5c53-412d-940e-2c9356edacc8,80x3GiMrJi,4,,1,1,1,1,1,2025-01-27T10:21:19.116Z
drowsy_eyes,8cfac1bf-8297-4c43-a36d-6a9a7586efbf,HhfsY9L9aN,7,,5,1,1,1,1,2025-07-24T13:06:15.821Z
yawning,9946416e-066e-4061-b056-ae355a907d40,wV05wn3uZg,8,,4,1,1,1,1,2025-12-07T11:34:26.707Z
phone_use,eb7c4d80-bcc2-4391-b06e-ce64e1d3e935,i0Nls7RaJJ,5,,2,1,1,1,1,2025-05-18T01:34:36.231Z
phone_scroll,9d4dd8bc-2806-450f-bbe1-21369659891a,B3KQ1dBMOn,2,,3,1,1,1,1,2025-12-25T07:00:25.304Z
drinking,ad34a2af-ef52-4814-b19a-dc7ffc98e109,MUGeqIeIoR,1,,4,1,1,1,1,2025-02-20T12:41:33.789Z
head_turned,9eadeda7-14cb-46eb-917a-34aadfa0928f,8LNnZB7lno,7,,4,1,1,1,1,2025-04-07T15:32:03.258Z
no_seatbelt,929fc154-830b-4998-b1c9-253a83dffe48,tbO1GNJwp4,6,,4,1,1,1,1,2025-06-10T11:47:16.455Z
normal_driving,2d77b776-9568-4c47-b5fb-b2cef13a71fa,tIFUKz5x6n,3,,5,1,1,1,1,2025-08-24T09:35:23.513Z
eyes_closed,8b8976aa-32cb-4e0b-b9d9-aca00326f941,koC4oz0C7h,5,,2,1,1,1,1,2025-02-25T00:06:47.124Z
drowsy_eyes,d44bd85f-7a10-4678-b64e-4ed07317fb00,USHHI1EaSE,1,,4,1,1,1,1,2025-08-26T02:59:45.571Z
yawning,bfdf9333-1a49-4732-babe-7396657dcda0,USB1j9BouK,8,,2,1,1,1,1,2026-01-05T14:03:22.522Z
phone_use,e9f1aa3a-1a83-47ec-b225-f5377927e2cf,CktaV6bXCR,7,,1,1,1,1,1,2025-06-14T01:11:27.854Z
phone_scroll,fd5cb8f9-3e0a-429c-895f-41c2712b93a9,uPBN1cHibU,7,,4,1,1,1,1,2025-08-31T01:58:45.280Z
drinking,7985d05f-f472-4105-90c6-18d693cb4b9c,Whr3aXJKH1,6,,1,1,1,1,1,2025-12-25T21:20:57.727Z
head_turned,07a1a701-666c-46b3-8505-ff7d894d212a,osn0GkNXgS,3,,5,1,1,1,1,2025-11-08T11:35:19.652Z
no_seatbelt,294219ab-0f55-48da-9e79-08fcf5d75f3c,Pp8FDxrsWP,3,,1,1,1,1,1,2025-12-27T09:04:41.337Z
normal_driving,14c1be21-d5fe-4ed6-a08e-d54c041cd6d0,2uqqUXzstS,8,,4,1,1,1,1,2025-07-02T20:36:12.063Z
eyes_closed,50df77f0-03b5-4ad7-b366-0cdac3259156,kKpJYjsLNu,1,,2,1,1,1,1,2025-03-14T14:03:17.646Z
drowsy_eyes,54daabf4-1853-4485-91a1-9e9bf1a00c6a,i1h3Zr2ati,3,,3,1,1,1,1,2025-05-20T17:58:16.195Z
yawning,9dcfa833-795c-485a-914b-2443ff1e7e5c,68HJLeT5kr,7,,5,1,1,1,1,2025-10-16T09:30:13.105Z
phone_use,de3a390b-8c8b-4873-b1d9-4f00623d9492,qGOoxObgvQ,4,,3,1,1,1,1,2025-11-12T18:21:08.586Z
phone_scroll,fb33f168-0cde-4dfa-a495-13c4a9c051fd,RbuCMfgP8w,5,,2,1,1,1,1,2025-02-26T21:52:40.734Z
drinking,a7cac7a6-2dd2-4d70-9da2-d272cf6ab5ce,cZz8h9QbOt,6,,4,1,1,1,1,2025-12-28T15:43:31.108Z
head_turned,3bf2ff6b-afe1-48b9-b5e2-bbf37e5096ee,IXaR9GTAkH,6,,2,1,1,1,1,2025-08-20T11:55:28.866Z
no_seatbelt,79f2ead2-e5ef-46c2-8fc1-c70816d699e6,FO2D64eKdH,7,,3,1,1,1,1,2025-06-12T01:25:19.090Z
normal_driving,c7191ca7-fd49-4037-a9cb-b28413751b36,wbZHeQOKlj,2,,3,1,1,1,1,2025-05-17T20:17:46.171Z
eyes_closed,c4be8838-831e-420b-b6e5-3395f2e2a576,ZXwsBw8fAv,6,,3,1,1,1,1,2025-10-23T05:19:50.236Z
drowsy_eyes,e5fddc67-5cb7-4354-8bad-24659dce338f,C3iIglEYdy,4,,2,1,1,1,1,2025-02-01T15:05:08.551Z
yawning,242690b8-a0be-4208-87f7-ec858b54d421,NzQRygiyA2,5,,5,1,1,1,1,2025-03-12T07:01:32.257Z
phone_use,422a38a7-417f-437c-bc2b-bdbaf2576676,ycTZ87GqCI,2,,2,1,1,1,1,2025-12-29T08:05:22.022Z
phone_scroll,a5b02599-b744-43da-96ca-ecd7d8f178cf,11AJiaQbY4,7,,4,1,1,1,1,2025-09-27T02:29:28.086Z
drinking,0c7da4ee-8315-49fa-9fc0-eb914a40448b,fgi5iOwhTa,4,,2,1,1,1,1,2025-08-11T19:51:29.674Z
head_turned,450abdbf-74ec-425b-a661-4ccf41418f55,jJECDiILbP,6,,4,1,1,1,1,2025-11-15T21:39:44.922Z
no_seatbelt,14c21112-ebca-4a65-b692-80cf2d2fdc19,8gIDCUYHKP,4,,3,1,1,1,1,2026-01-18T13:50:23.090Z
normal_driving,77efc16a-c05e-4e05-83e2-c73e1df1863a,6Fn4YPBWIY,5,,1,1,1,1,1,2025-12-09T23:40:22.467Z
eyes_closed,d47265ff-d5a7-4510-b6fe-bba3767f259f,pzrtYDHaOL,4,,3,1,1,1,1,2025-11-29T18:09:31.088Z
drowsy_eyes,012609df-5905-48a9-9f3d-babebb706bc4,NSjDIs9RZZ,8,,3,1,1,1,1,2025-08-28T16:02:05.453Z
yawning,afa77bfa-b3cc-4715-9e98-ea639ae5b288,O6djq8wdv7,6,,5,1,1,1,1,2025-03-15T18:54:07.642Z
phone_use,96ad98a0-75ca-492c-9dd0-352dd056b290,rBxipBG4em,4,,2,1,1,1,1,2025-08-13T04:00:45.029Z
phone_scroll,b463dbb7-7c52-47ca-9298-0c6530976265,yOix3lvyfi,7,,5,1,1,1,1,2025-05-31T19:29:21.564Z
drinking,0768eb25-1009-4dc2-b42a-9a624b2d1109,qCnOxaxEig,3,,4,1,1,1,1,2025-08-14T04:21:43.967Z
head_turned,93a02765-1139-45f2-a7eb-3330f4ae53a8,rx6siAJzWy,5,,1,1,1,1,1,2025-01-26T18:41:15.976Z
no_seatbelt,53ebbc1f-0212-4b1a-9514-e8d87193365d,OESERTNank,6,,3,1,1,1,1,2026-01-01T02:09:34.681Z
normal_driving,a8c275fa-eddb-4c32-8dc1-c04c0135a308,9N6hqnQaVF,7,,5,1,1,1,1,2025-08-15T09:01:05.041Z
eyes_closed,d8600340-a2fb-41ca-b55e-350b90f1460a,9FskCDrw8F,8,,5,1,1,1,1,2025-05-07T23:30:49.051Z
drowsy_eyes,90f3f6a9-b3eb-444b-bd84-38b260d8285c,MHoCS7jIrW,6,,2,1,1,1,1,2025-06-06T03:41:54.784Z
yawning,e2d942ed-b1ba-4e22-b5b5-7c467b883c1c,l5MURclJVu,1,,1,1,1,1,1,2025-04-23T01:26:18.858Z
phone_use,1457192e-e90a-4e99-a1c7-46838d4d6ff8,pyE3HXl16x,5,,4,1,1,1,1,2025-07-14T08:27:33.447Z
phone_scroll,be09bef6-dde0-4ec5-8f63-5d326201217e,G1Z0WurIp3,6,,5,1,1,1,1,2025-12-18T01:43:02.853Z
drinking,84769e38-aed8-4baf-a67f-963dfc2b26c6,vWDyk2peXI,7,,2,1,1,1,1,2025-09-02T10:13:07.656Z
head_turned,d97f8d5e-2df7-4b1d-9c69-383dc0dafe77,ma6YLelGJ7,3,,4,1,1,1,1,2025-11-26T13:46:54.204Z
no_seatbelt,31c02739-825c-4a7b-a3ee-a1e983488272,h6J3fJhgXH,3,,1,1,1,1,1,2025-04-01T08:50:11.674Z
normal_driving,64ab6732-5698-4e6a-8a0a-e4af3a92147e,Yg3MRMh78u,6,,3,1,1,1,1,2025-02-15T20:38:11.001Z
eyes_closed,fed709ec-488c-46cd-b424-b6fe87534597,9Tqr0fevSP,1,,1,1,1,1,1,2025-12-10T04:07:14.632Z
drowsy_eyes,bdd86294-d115-4de9-b1bd-a6007d5d3647,w7Q7Q6eBtY,8,,2,1,1,1,1,2025-02-07T12:52:49.802Z
yawning,b79fa0c5-16d0-441b-bba2-c0b4b77c1b76,ZiK8VW2qdd,6,,3,1,1,1,1,2025-10-11T08:03:03.262Z
phone_use,67ddcc1e-c5c0-45d2-a644-0f7a34312a0c,R5mpvosdSB,1,,3,1,1,1,1,2025-02-19T15:47:19.718Z
phone_scroll,d9645cd7-85fd-4cc7-b398-10e9b6d74a80,5S0mNXpV6l,8,,1,1,1,1,1,2025-07-29T20:32:13.119Z
drinking,b6785297-428c-45c8-941e-2d7ee52315ff,YuMd3MHi9v,8,,3,1,1,1,1,2025-05-18T10:43:49.414Z
head_turned,ab3d9b40-9c78-4e50-adc4-1620b2308cc0,3iPmc2sFoc,6,,5,1,1,1,1,2025-03-21T19:03:40.851Z
no_seatbelt,2cf14372-c077-4249-bba5-16af5eb10484,bWaK24aHRd,7,,4,1,1,1,1,2025-03-01T10:16:33.602Z
normal_driving,c36b1c40-9d4d-40d6-9ac1-e3e76eefbdf4,eId0jjwlQW,3,,5,1,1,1,1,2025-09-28T12:32:38.583Z
eyes_closed,7b89a944-d190-476e-83a7-1051b0bf8a99,zPeuIFPN7W,2,,4,1,1,1,1,2026-01-09T14:29:07.445Z
drowsy_eyes,37552301-5fd2-432b-bce9-f124bde8c5aa,nwgQAjPaai,8,,1,1,1,1,1,2025-12-19T08:48:18.343Z
yawning,9eff2015-05b4-4f91-a610-8d3822fbab7c,TEL1FKI0HT,3,,4,1,1,1,1,2026-01-04T03:35:14.926Z
phone_use,74f0cb14-33d0-4a59-9568-55a44eba72e9,ot40KnRhH8,3,,1,1,1,1,1,2025-05-13T23:35:12.904Z
phone_scroll,eb30cb0a-c749-42b4-aa49-85332f02aa00,z36ANQkJGl,7,,2,1,1,1,1,2025-03-19T14:58:47.784Z
drinking,80796495-4f18-45d9-8c54-4bf5ffda02c5,89xehVsZp5,6,,3,1,1,1,1,2025-07-12T08:52:00.534Z
head_turned,a12894fd-f43f-4ec0-be70-a25aa5188ed8,UiKhuwT981,4,,4,1,1,1,1,2025-11-28T13:47:06.517Z
no_seatbelt,4810e258-7bde-4f0c-8bf8-9be1aebb1de8,h7zaZCJTbK,1,,1,1,1,1,1,2025-02-08T05:08:45.770Z
normal_driving,11444d6e-7f6f-4acc-8caf-07c4fb0d931e,lH1MApPy1r,8,,1,1,1,1,1,2025-04-02T12:24:27.820Z
eyes_closed,0c485ea5-aa91-46d5-8ffb-b4c41442844a,OyXfJ1Vxwa,1,,4,1,1,1,1,2025-09-18T23:19:54.272Z
drowsy_eyes,eae34e0e-28cb-4d6a-ab8f-955d3687ca8b,ZjqAn3xUJ6,7,,5,1,1,1,1,2025-07-16T20:27:03.394Z
yawning,34ea30ae-9a5a-43fa-a38b-d5fa8c7aaa88,3gOdqzpxqN,2,,3,1,1,1,1,2026-01-02T17:52:38.059Z
phone_use,6d7b347d-6a4c-4af4-b5ec-a2be1a763082,luHcnXw56m,6,,2,1,1,1,1,2025-07-26T22:01:52.377Z
phone_scroll,dfbccf7a-834c-4c90-a86f-972747e478d5,jowgHfGVbe,2,,1,1,1,1,1,2025-04-05T11:51:25.519Z
drinking,9b610605-0761-48b3-9be4-cdaafc29df9a,RFg3saaNyt,4,,5,1,1,1,1,2025-03-12T03:32:24.239Z
head_turned,e5d0e543-f334-4fc3-b0bd-8d561823fce6,XxX8tykxo4,1,,1,1,1,1,1,2025-12-09T21:41:56.128Z
no_seatbelt,db4accbf-47f9-4e04-a75d-f5ba01389c0c,tLwW9IWx5E,4,,3,1,1,1,1,2025-02-18T13:30:57.866Z
normal_driving,13bb5cf7-4995-4913-934b-013bed1d2063,EPgBXZM8zy,6,,2,1,1,1,1,2025-09-27T20:18:21.040Z
eyes_closed,7f20db3f-2a32-422c-b77c-e7612c04d818,rvIAQyQMVb,6,,2,1,1,1,1,2025-05-10T08:54:54.989Z
drowsy_eyes,6a45d4a2-ad38-4276-91a1-55820e0def6d,wWYexfuKLw,3,,3,1,1,1,1,2025-04-22T19:27:06.059Z
yawning,8fe359e0-4754-4260-933e-12bc4f1fb0ac,pGnSgI6rHU,5,,2,1,1,1,1,2025-09-29T08:50:57.476Z
phone_use,897354be-5b2c-408d-b02b-af323b71582d,hr7cmAV51c,5,,4,1,1,1,1,2025-12-05T18:47:22.634Z
phone_scroll,c4549e8e-3a9e-4eeb-b286-d727006b27d2,DfaA8CO07h,2,,1,1,1,1,1,2025-04-05T15:16:41.042Z
drinking,28095edc-8fd8-448d-968d-20ad1af79b9b,VaU2Uuo6hx,8,,4,1,1,1,1,2025-09-21T06:43:59.051Z
head_turned,88a8d68d-c79c-48ae-bd45-eb3f2d6a168b,8M5PBCsyx0,2,,5,1,1,1,1,2025-02-26T16:31:11.473Z
no_seatbelt,233908d2-2c6c-4f36-bcec-e301c66ad199,X6WE0RSjLY,6,,2,1,1,1,1,2025-05-20T14:23:24.510Z
normal_driving,0bca1a5c-2d53-461f-a233-8b3828e493be,9lFUURFrw8,8,,2,1,1,1,1,2025-02-21T17:08:40.439Z
eyes_closed,36b88a93-c94e-49f7-8507-2fe14f3f4d57,6ZqXb7Nor6,1,,4,1,1,1,1,2025-07-16T06:47:04.715Z
drowsy_eyes,c4808d54-9798-4eed-975e-320b249e7740,yApYfrotcb,5,,4,1,1,1,1,2025-02-27T21:22:57.221Z
yawning,c48c0d7a-1e4f-4bc0-9203-1a412278fee2,ZZ4mNqcXIJ,6,,5,1,1,1,1,2025-07-02T06:48:15.232Z
phone_use,74b4d8b5-1f7c-40e7-9c39-3246f43f0a49,2HQXrIlKYd,3,,1,1,1,1,1,2025-04-16T13:05:30.936Z
phone_scroll,766ce57a-d55e-428c-a583-6bd5a1a5b855,LvmSePRMBa,3,,3,1,1,1,1,2025-10-06T20:15:12.663Z
drinking,739a855e-c00d-4b19-b297-2aa192bfec31,K4DjY21xG3,7,,1,1,1,1,1,2025-02-02T20:29:14.448Z
head_turned,7ce03638-d797-46f9-958b-3d3655cd7b7f,qlxyq5EmMi,4,,2,1,1,1,1,2026-01-04T23:29:44.512Z
no_seatbelt,bdf94d54-987b-42e4-9679-89578b88f96d,gXPwEX6Thf,7,,4,1,1,1,1,2025-10-06T02:43:45.059Z
normal_driving,435ba8f6-c333-42b4-ab11-407c563d65ea,mxqKSa1UcL,4,,2,1,1,1,1,2025-02-03T11:28:52.059Z
eyes_closed,c37d5d40-a328-426e-ba1c-13c7a3a377c3,yaofLHtlCV,1,,5,1,1,1,1,2025-03-25T19:41:50.665Z
drowsy_eyes,728ac415-debc-471a-b517-b0250d1b9729,Jsz6X13R38,5,,2,1,1,1,1,2025-07-10T17:23:56.147Z
yawning,334a5067-ac04-4cf3-b0a6-99da56dbe0c6,3T436QMQmf,3,,2,1,1,1,1,2026-01-24T23:53:42.174Z
phone_use,c96b234a-1f70-408b-96a5-9dce194ce106,QKKJM9XSG1,8,,4,1,1,1,1,2025-10-12T08:48:54.504Z
phone_scroll,c1c840fc-3da1-4d70-b59a-90e911b3b565,Dsx8VWbHty,5,,5,1,1,1,1,2025-07-05T11:35:36.441Z
drinking,41b4e182-6ead-4579-a89d-1904881c55fc,alSRCNeED9,2,,2,1,1,1,1,2025-09-16T18:13:54.380Z
head_turned,23e98543-f464-42b0-a4bc-ccc322e47121,hZZEbuuXlf,1,,4,1,1,1,1,2025-12-09T10:25:14.774Z
no_seatbelt,2dffce8a-cc8f-48e2-bc05-331d009f50ad,DBybzQbJd6,4,,1,1,1,1,1,2025-05-01T09:22:48.889Z
normal_driving,149c8950-481c-4bbf-bc8a-9cbce52f6a04,THiK7ufSwD,6,,3,1,1,1,1,2025-04-17T14:36:30.978Z
eyes_closed,4411d64b-7ccc-4136-b85d-52a9dbd3fdbc,Wd64HST6Fl,4,,2,1,1,1,1,2025-08-14T15:15:37.478Z
drowsy_eyes,e2fe5f42-d9a5-48a6-b5f8-816c3fc07ffe,293NviI0RF,5,,4,1,1,1,1,2025-11-03T14:50:26.243Z
yawning,9b944d32-38d8-4b14-8666-cba1f9d17415,KeoI0GCIC2,4,,5,1,1,1,1,2025-11-05T05:51:49.491Z
phone_use,a0add434-db09-4a16-9ca9-9a69e7284d2d,qoFtB9Ad3Y,4,,1,1,1,1,1,2025-04-09T00:00:28.757Z
phone_scroll,fce4a153-0f3b-43e8-a482-d1fb136bea1a,ROE1NPzcwE,6,,5,1,1,1,1,2025-05-05T05:34:15.447Z
drinking,666dcae9-9637-4843-99e1-8cc417fd441f,mvJ3iqirOx,5,,4,1,1,1,1,2025-05-06T04:38:23.229Z
head_turned,e5851efe-e70c-4d10-90a3-86c70f7e3fe7,eMKLGGDy3K,3,,1,1,1,1,1,2025-12-12T08:33:19.683Z
no_seatbelt,8f036890-1788-4634-9277-cc141fa42c57,Qxvw4Bk2HP,5,,5,1,1,1,1,2025-10-12T00:42:41.141Z
normal_driving,ff5fae79-f049-4653-b250-b0f761e316cf,v7A2UtuPfA,7,,2,1,1,1,1,2025-07-25T03:12:36.185Z
eyes_closed,737ead8e-d25f-435a-a779-1b18a6644604,AK3O30mXfn,7,,3,1,1,1,1,2026-01-10T05:24:21.177Z
drowsy_eyes,54a28245-74b5-4b09-a2d0-fe51c1332b15,7iQRcnBKvJ,7,,2,1,1,1,1,2025-09-16T14:51:44.778Z
yawning,97fc63b2-3b01-45c9-bcb9-ae29b4f9d709,wRsVUSSVGM,8,,4,1,1,1,1,2025-08-05T10:43:35.926Z
phone_use,e1557f7b-31ee-4c1c-93bf-009787d1077a,XpmZk8ETZv,7,,5,1,1,1,1,2025-06-03T20:53:01.345Z
phone_scroll,06088f9a-49cd-4300-b145-6d823f4b4d2a,W0p4GP19KF,5,,5,1,1,1,1,2025-06-11T10:46:42.752Z
drinking,20663836-5362-49ef-860d-5f3d39fe6081,RiPX8RWDRU,3,,3,1,1,1,1,2025-05-20T18:57:32.608Z
head_turned,099eb5e3-bc48-49e4-ab70-6cc15853012a,pJsujtHbVz,6,,1,1,1,1,1,2025-05-09T19:29:49.504Z
no_seatbelt,316035d6-ad90-40e6-ae31-995f8327d4ac,HXs4jtTwjQ,3,,1,1,1,1,1,2025-12-27T12:14:55.502Z
normal_driving,d3fc80a8-05ad-4e28-9a27-441b4d28ef71,XCNT80FoHx,2,,2,1,1,1,1,2025-10-15T19:30:47.843Z
eyes_closed,226da926-7ef6-458a-95ff-d1dde4d61802,QKeNfRmbGr,6,,3,1,1,1,1,2025-05-01T19:12:50.465Z
drowsy_eyes,a4e5c423-f731-4570-a25d-de2e1c70dcce,idScAWD4IN,3,,2,1,1,1,1,2025-02-22T09:45:05.725Z
yawning,197ddad6-c11d-40ea-b476-a348104ecb19,xwkmVR2EhD,5,,3,1,1,1,1,2025-07-06T13:54:09.085Z
phone_use,1cc6742f-da52-4c0f-aad3-e215d9a437a9,d5ws72QHWn,2,,3,1,1,1,1,2025-07-13T01:21:45.745Z
phone_scroll,6494ce50-af52-49cb-8ac8-1b6c47302550,40dS2YvQhb,7,,1,1,1,1,1,2025-04-26T12:51:35.283Z
drinking,6838a0e7-9b86-49ee-b7fc-84d6da2a9b4c,wsram83WXu,2,,5,1,1,1,1,2025-01-29T04:31:27.794Z
head_turned,578ed86b-1c32-46c9-8654-52a943d38596,a6TuMTsP6k,1,,4,1,1,1,1,2025-06-25T01:03:06.983Z
no_seatbelt,5af0b0e9-bc15-446f-99b7-8d2c0c5f549d,V92v9mDyN2,8,,1,1,1,1,1,2025-05-05T21:58:20.061Z
normal_driving,78bcade2-3a6f-4c7a-850e-4bd791c8e2f5,F6H1GcMAWC,2,,4,1,1,1,1,2025-07-11T10:00:07.732Z
eyes_closed,b03ec3c8-55ce-43ee-ad11-4c0c23f99c3e,GkGksJpUFN,5,,4,1,1,1,1,2025-08-16T14:08:56.861Z
drowsy_eyes,df7e2329-bcd2-4efb-a5e5-ccc4823e3056,nImguIH9va,5,,1,1,1,1,1,2025-08-23T05:22:48.818Z
yawning,ae89ceca-5800-445a-ae6d-32d1423016a9,ce584jHeNy,2,,2,1,1,1,1,2025-05-03T07:40:15.312Z
phone_use,a2746b5d-6af9-4ecb-bafa-766d359455d5,TXh39VXttF,3,,4,1,1,1,1,2025-10-27T14:03:37.744Z
phone_scroll,920116ad-9e40-497d-b60c-faf4c835c83a,4yv0JTzGsc,5,,4,1,1,1,1,2025-02-17T15:10:48.099Z
drinking,010e37db-aad9-442d-a7b4-882dca8a15cf,OyxTsk0r1m,5,,2,1,1,1,1,2025-07-08T14:57:55.366Z
head_turned,2184264f-0884-4e74-bfd8-40290a0d1736,QtdgFpIBqX,8,,1,1,1,1,1,2025-04-23T01:56:56.895Z
no_seatbelt,5784acbb-98ab-4484-a593-2a22b74aed0a,SxS2UUBD8K,5,,4,1,1,1,1,2025-12-22T20:14:05.607Z
normal_driving,ea830edd-3d51-4a61-99ab-8f105bed9d15,Ob4DLNUSgs,4,,5,1,1,1,1,2025-03-31T02:52:08.512Z
eyes_closed,c58dd475-22f4-431c-ad8b-df0a5ddbe475,eLGIB2qLK1,1,,5,1,1,1,1,2025-10-26T14:31:36.634Z
drowsy_eyes,000e066e-d9a7-4342-9668-1cbc65a344ae,aWT8Gdt5pu,4,,5,1,1,1,1,2025-02-22T20:51:57.540Z
yawning,a282512d-5fa4-4eb9-b931-3d69d84250f7,OL6P1X9x5Z,4,,3,1,1,1,1,2025-08-02T17:50:50.294Z
phone_use,eb6dd5f9-298d-4362-acc1-9e865005ab7a,Sfh45ox3N2,5,,5,1,1,1,1,2025-10-20T23:37:28.118Z
phone_scroll,9876a66e-831b-410c-b0c6-ce91ce2bcdb8,VD3rzq49YC,1,,1,1,1,1,1,2025-04-28T01:42:03.526Z
drinking,b5c0e670-4c9d-4fdd-b275-3196fd29d55f,XkF8BUjqMS,7,,2,1,1,1,1,2025-03-29T17:57:56.335Z
head_turned,8b2bd20d-2f35-4097-be13-a2d36bb712bf,9psVMkkpZy,8,,1,1,1,1,1,2025-06-28T10:06:39.478Z
no_seatbelt,ab9ebb7e-ead4-424c-9bb3-d4466f5bc632,cos5PAlvbV,8,,2,1,1,1,1,2025-12-02T22:33:08.827Z
normal_driving,bafad6ce-0fdc-40f3-a15d-a29af61feaa9,Z790dhzNDc,4,,3,1,1,1,1,2025-06-02T04:02:07.166Z
eyes_closed,9c5f8dcb-8d11-414b-8e2c-90ff21d103f2,muncsepoC5,2,,3,1,1,1,1,2026-01-06T13:41:36.687Z
drowsy_eyes,96622a9e-6365-44bb-8b1a-41a236222db0,KlKlgXMM5k,2,,2,1,1,1,1,2025-07-29T21:35:19.177Z
yawning,30fb6e04-9954-4910-a3f3-dd7341c257db,YkYWc5slc8,7,,2,1,1,1,1,2025-12-28T20:00:11.146Z
phone_use,0f099c1a-9318-4d00-a913-780b1fc1e2fc,ecd7fB3e9f,4,,4,1,1,1,1,2025-05-05T05:29:07.090Z
phone_scroll,33c0fa07-6190-40f2-ba7a-c1901f9c1bd6,a5Ucrl2QTR,4,,5,1,1,1,1,2025-02-07T08:35:05.355Z
drinking,d7c8f896-c3a4-4993-8559-96f741ea3699,6qgkOuZGii,3,,4,1,1,1,1,2025-09-15T10:32:38.045Z
head_turned,20e797ed-796a-4929-af1b-dd3acdc11202,6wquo1oNHv,4,,4,1,1,1,1,2026-01-08T18:03:23.466Z
no_seatbelt,8e9e1c39-cfe5-4416-a47d-3410399f5bfb,z2Aos03dhN,4,,2,1,1,1,1,2025-11-05T14:18:30.793Z
normal_driving,363297ff-09b1-4b08-bfe7-3d6be8fb5bec,bLaKYwB3Hp,1,,4,1,1,1,1,2025-11-26T09:42:58.239Z
eyes_closed,7344fc9a-035a-4df5-b3b4-ef04d1d06e83,GA2oQBZFV2,5,,3,1,1,1,1,2026-01-22T08:18:58.194Z
